,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
425,4,12,4,furniture/equipment,717,1,5,4,male : married/widowed,none,4,unknown / no property,52,none,2,3,3,0 to 2,1,2,1
426,2,39,3,repairs,11760,2,4,2,male : married/widowed,none,3,real estate,32,none,1,1,3,0 to 2,2,2,1
427,2,9,4,repairs,1501,1,5,2,female : non-single or male : single,none,3,building soc. savings agr./life insurance,34,none,2,2,4,0 to 2,2,2,0
428,1,12,2,repairs,1200,5,3,4,female : non-single or male : single,none,4,car or other,23,bank,1,1,3,0 to 2,2,2,1
429,2,9,2,others,3195,5,3,1,female : non-single or male : single,none,2,unknown / no property,33,none,2,1,2,0 to 2,1,2,1
430,4,30,4,furniture/equipment,4530,1,4,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,26,none,1,1,4,0 to 2,2,2,1
431,4,12,3,domestic appliances,1555,4,5,4,male : married/widowed,none,4,real estate,55,none,3,2,3,3 or more,1,2,0
432,2,15,4,retraining,2326,3,3,2,male : married/widowed,none,4,building soc. savings agr./life insurance,27,bank,2,1,3,0 to 2,1,2,1
433,2,18,4,retraining,1887,5,3,4,female : single,none,4,unknown / no property,28,bank,2,2,3,0 to 2,1,2,1
434,4,12,4,retraining,1264,5,5,4,male : married/widowed,none,4,real estate,57,none,1,1,2,0 to 2,1,2,1
435,4,7,3,furniture/equipment,846,5,5,3,male : married/widowed,none,4,real estate,36,none,3,1,3,0 to 2,1,2,1
436,4,15,4,repairs,1532,2,3,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,31,none,2,1,3,0 to 2,1,2,1
437,4,6,3,furniture/equipment,935,1,3,3,female : non-single or male : single,none,2,unknown / no property,24,none,2,1,3,0 to 2,1,2,1
438,1,27,4,retraining,2442,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,43,stores,2,4,4,3 or more,2,2,1
439,2,18,4,retraining,3590,1,1,3,female : single,none,3,building soc. savings agr./life insurance,40,none,2,3,1,3 or more,2,2,1
440,4,21,4,car (used),2288,1,2,4,female : non-single or male : single,none,4,car or other,23,none,2,1,3,0 to 2,2,2,1
441,4,27,3,retraining,5117,1,4,3,male : married/widowed,none,4,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,1,2,1
442,1,39,4,car (used),14179,5,4,4,male : married/widowed,none,4,car or other,30,none,2,2,4,0 to 2,2,2,1
443,4,15,2,furniture/equipment,1386,5,3,4,female : single,none,2,unknown / no property,40,none,1,1,3,0 to 2,2,2,1
444,4,12,4,furniture/equipment,618,1,5,4,male : married/widowed,none,4,unknown / no property,56,none,2,1,3,0 to 2,1,2,1
445,4,12,2,car (used),1574,1,3,4,male : married/widowed,none,2,unknown / no property,50,none,2,1,3,0 to 2,1,2,1
446,4,6,4,furniture/equipment,700,5,5,4,male : married/widowed,none,4,real estate,36,none,3,2,3,0 to 2,1,2,1
447,4,12,2,furniture/equipment,886,5,3,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,21,none,2,1,3,0 to 2,1,2,1
448,4,36,2,car (new),4686,1,3,2,male : married/widowed,none,2,real estate,32,none,3,1,4,0 to 2,2,2,1
449,2,9,2,furniture/equipment,790,3,3,4,female : non-single or male : single,none,3,unknown / no property,66,none,2,1,2,0 to 2,1,2,1
450,2,12,2,furniture/equipment,766,3,3,4,male : married/widowed,none,3,unknown / no property,66,none,2,1,2,0 to 2,1,2,0
451,1,20,2,car (used),2212,5,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,39,none,2,1,3,0 to 2,2,2,1
452,2,10,2,others,7308,1,1,2,male : married/widowed,none,4,real estate,70,bank,3,1,4,0 to 2,2,2,1
453,2,24,4,repairs,5743,1,2,2,female : non-single or male : single,none,4,real estate,24,none,3,2,3,0 to 2,2,2,1
454,1,14,2,others,3973,1,1,1,male : married/widowed,none,4,real estate,22,none,3,1,3,0 to 2,1,2,1
455,2,60,3,furniture/equipment,7418,5,3,1,male : married/widowed,none,1,unknown / no property,27,none,2,1,2,0 to 2,1,2,1
456,2,20,3,business,2629,1,3,2,male : married/widowed,none,3,building soc. savings agr./life insurance,29,bank,2,2,3,0 to 2,2,2,1
457,2,18,2,retraining,1941,4,3,4,male : married/widowed,none,2,car or other,35,none,2,1,2,0 to 2,2,2,1
458,2,24,3,car (used),2333,5,2,4,male : married/widowed,none,2,car or other,29,bank,2,1,2,0 to 2,1,2,1
459,4,12,2,car (new),2445,5,2,2,female : single,none,4,building soc. savings agr./life insurance,26,none,1,1,3,0 to 2,2,2,1
460,2,20,2,car (new),6468,5,1,1,male : divorced/separated,none,4,unknown / no property,60,none,2,1,4,0 to 2,2,2,1
461,2,18,4,car (used),7374,1,1,4,male : married/widowed,none,4,car or other,40,stores,2,2,4,0 to 2,2,2,1
462,4,15,2,car (new),3812,2,2,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,2,1,3,0 to 2,2,2,1
463,1,28,2,others,4006,1,3,3,male : married/widowed,none,2,building soc. savings agr./life insurance,45,none,2,1,2,0 to 2,1,2,0
464,2,12,2,others,7472,5,1,1,female : non-single or male : single,none,2,unknown / no property,24,none,1,1,1,0 to 2,1,2,1
465,3,12,2,car (used),1424,5,5,3,female : non-single or male : single,none,4,unknown / no property,55,none,2,1,4,0 to 2,2,2,1
466,2,12,2,car (new),2028,5,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,3,0 to 2,1,2,1
467,4,15,2,others,5324,3,5,1,female : non-single or male : single,none,4,real estate,35,none,3,1,3,0 to 2,1,2,1
468,2,36,2,furniture/equipment,2323,1,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,24,none,1,1,3,0 to 2,1,2,1
469,4,12,2,repairs,1393,1,5,4,male : married/widowed,none,4,car or other,47,bank,2,3,3,3 or more,2,2,1
470,4,18,2,car (used),1984,1,3,4,male : married/widowed,none,4,real estate,47,bank,3,2,3,0 to 2,1,2,1
471,4,24,2,furniture/equipment,999,5,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,25,none,2,2,3,0 to 2,1,2,1
472,4,36,2,retraining,7409,5,5,3,male : married/widowed,none,2,car or other,37,none,2,2,3,0 to 2,1,2,1
473,4,15,2,car (used),2186,5,4,1,female : non-single or male : single,none,4,unknown / no property,33,bank,1,1,2,0 to 2,1,2,1
474,3,36,2,furniture/equipment,4473,1,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,31,none,2,1,3,0 to 2,1,2,1
475,4,24,2,vacation,937,1,2,4,female : single,none,3,building soc. savings agr./life insurance,27,none,2,2,2,0 to 2,1,2,1
476,4,18,2,car (used),3422,1,5,4,male : married/widowed,none,4,car or other,47,bank,2,3,3,3 or more,2,2,1
477,4,24,2,furniture/equipment,3105,5,2,4,male : married/widowed,none,2,building soc. savings agr./life insurance,25,none,2,2,3,0 to 2,1,2,1
478,4,12,4,repairs,2748,1,5,2,female : non-single or male : single,none,4,real estate,57,bank,3,3,2,0 to 2,1,2,1
479,2,18,2,domestic appliances,3872,1,1,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,67,none,2,1,3,0 to 2,2,2,1
480,4,27,2,domestic appliances,5190,5,5,4,male : married/widowed,none,4,car or other,48,none,2,4,3,3 or more,2,2,1
481,2,18,2,car (used),3001,1,4,2,female : non-single or male : single,none,4,unknown / no property,40,none,1,1,3,0 to 2,1,2,1
482,4,24,3,retraining,3863,1,3,1,male : married/widowed,none,2,real estate,32,none,3,1,3,0 to 2,1,2,1
483,4,12,4,car (used),5801,5,5,2,male : married/widowed,none,4,car or other,49,none,1,1,3,0 to 2,2,1,1
484,4,12,4,car (used),1592,4,4,3,female : non-single or male : single,none,2,car or other,35,none,2,1,3,0 to 2,1,2,1
485,4,12,4,retraining,1185,1,3,3,female : non-single or male : single,none,2,unknown / no property,27,none,2,2,3,0 to 2,1,2,1
486,4,18,4,car (used),3780,1,2,3,male : divorced/separated,none,2,building soc. savings agr./life insurance,35,none,2,2,4,0 to 2,2,2,1
487,2,18,4,car (used),3612,1,5,3,female : non-single or male : single,none,4,car or other,37,none,2,1,3,0 to 2,2,1,1
488,4,12,2,retraining,1076,1,3,2,female : single,none,2,unknown / no property,26,none,2,1,3,0 to 2,2,2,1
489,4,12,2,others,3527,5,2,2,male : married/widowed,none,3,car or other,45,none,2,1,4,3 or more,2,2,1
490,4,18,2,furniture/equipment,2051,1,2,4,male : married/widowed,none,1,unknown / no property,33,none,2,1,3,0 to 2,1,2,1
491,4,12,4,car (used),3331,1,5,2,male : married/widowed,none,4,car or other,42,stores,2,1,3,0 to 2,1,2,1
492,1,18,0,retraining,3104,1,4,3,male : married/widowed,none,1,car or other,31,bank,2,1,3,0 to 2,2,2,1
493,4,24,4,furniture/equipment,2611,1,5,4,female : single,co-applicant,3,unknown / no property,46,none,2,2,3,0 to 2,1,2,1
494,1,12,4,car (new),1409,1,5,4,male : married/widowed,none,3,unknown / no property,54,none,2,1,3,0 to 2,1,2,1
495,4,24,2,furniture/equipment,1311,2,4,4,female : single,none,3,car or other,26,none,2,1,3,0 to 2,2,2,1
496,4,6,2,furniture/equipment,2108,1,4,2,female : single,none,2,unknown / no property,29,none,1,1,3,0 to 2,1,2,1
497,4,24,4,car (new),4042,5,4,3,male : married/widowed,none,4,car or other,43,none,2,2,3,0 to 2,2,2,1
498,4,12,4,others,926,1,1,1,female : non-single or male : single,none,2,car or other,38,none,2,1,1,0 to 2,1,2,1
499,1,12,2,furniture/equipment,1680,3,5,3,female : single,none,1,unknown / no property,35,none,2,1,3,0 to 2,1,2,1
500,4,24,2,others,1249,1,2,4,female : single,none,2,unknown / no property,28,none,2,1,3,0 to 2,1,2,1
501,4,24,4,others,2463,2,4,4,female : single,none,3,car or other,27,none,2,2,3,0 to 2,2,2,1
502,4,6,2,furniture/equipment,1595,1,4,3,male : married/widowed,none,2,car or other,51,none,2,1,3,3 or more,1,2,1
503,4,24,4,domestic appliances,2058,1,3,4,male : divorced/separated,none,2,unknown / no property,33,none,2,2,3,0 to 2,2,2,1
504,4,24,2,car (new),7814,1,4,3,male : married/widowed,none,3,building soc. savings agr./life insurance,38,none,2,1,4,0 to 2,2,2,1
505,4,6,4,furniture/equipment,1740,1,5,2,female : single,none,2,unknown / no property,30,none,1,2,3,0 to 2,1,2,1
506,4,12,4,furniture/equipment,1240,5,5,4,female : non-single or male : single,none,2,unknown / no property,38,none,2,2,3,0 to 2,2,2,1
507,4,24,4,car (new),6842,5,3,2,male : married/widowed,none,4,car or other,46,none,2,2,4,3 or more,2,2,1
508,4,24,4,car (used),5150,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,2,2,1
509,1,6,2,others,1203,2,5,3,male : married/widowed,none,2,car or other,43,none,2,1,3,0 to 2,2,2,1
510,4,6,4,others,2080,3,3,1,female : single,none,2,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,1,2,1
511,4,6,2,repairs,1538,1,2,1,female : non-single or male : single,none,2,real estate,56,none,2,1,3,0 to 2,1,2,1
512,2,24,4,others,3878,2,2,4,male : divorced/separated,none,2,building soc. savings agr./life insurance,37,none,2,1,3,0 to 2,2,2,1
513,2,30,2,car (used),3832,1,2,2,female : single,none,1,car or other,22,none,2,1,3,0 to 2,1,2,1
514,4,15,2,others,3186,4,4,2,female : non-single or male : single,none,3,building soc. savings agr./life insurance,20,none,1,1,3,0 to 2,1,2,1
515,2,24,2,furniture/equipment,2896,2,2,2,male : married/widowed,none,1,building soc. savings agr./life insurance,29,none,2,1,3,0 to 2,1,2,1
516,2,24,3,retraining,6967,2,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,36,none,1,1,4,0 to 2,2,2,1
517,4,36,2,repairs,1819,1,3,4,male : married/widowed,none,4,real estate,37,stores,3,1,3,0 to 2,2,2,0
518,4,24,2,furniture/equipment,5943,5,2,1,female : non-single or male : single,none,1,building soc. savings agr./life insurance,44,none,2,2,3,0 to 2,2,2,0
519,4,36,4,car (used),7127,1,2,2,female : non-single or male : single,none,4,car or other,23,none,1,2,3,0 to 2,2,2,0
520,4,36,2,car (used),3349,1,3,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,28,none,2,1,4,0 to 2,2,2,0
521,4,36,2,car (used),10974,1,1,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,2,2,4,0 to 2,2,2,0
522,4,6,2,furniture/equipment,518,1,3,3,female : non-single or male : single,none,1,unknown / no property,29,none,2,1,3,0 to 2,1,2,1
523,4,18,2,furniture/equipment,1126,5,2,4,female : non-single or male : single,none,2,unknown / no property,21,none,1,1,3,0 to 2,2,2,1
524,2,12,4,car (new),1860,1,1,4,male : married/widowed,none,2,building soc. savings agr./life insurance,34,none,2,2,4,0 to 2,2,2,1
525,4,36,4,furniture/equipment,9566,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,stores,2,2,3,0 to 2,1,2,1
526,1,12,2,furniture/equipment,701,1,3,4,female : single,none,2,unknown / no property,40,none,2,1,2,0 to 2,1,2,1
527,2,12,2,furniture/equipment,2930,1,4,2,female : non-single or male : single,none,1,unknown / no property,27,none,2,1,3,0 to 2,1,2,1
528,4,18,2,furniture/equipment,1505,1,3,4,male : married/widowed,none,2,real estate,32,none,3,1,4,0 to 2,2,2,1
529,4,18,4,furniture/equipment,2238,1,3,2,female : non-single or male : single,none,1,building soc. savings agr./life insurance,25,none,2,2,3,0 to 2,1,2,1
530,4,4,4,furniture/equipment,1503,1,4,2,male : married/widowed,none,1,unknown / no property,42,none,2,2,2,3 or more,1,2,1
531,4,24,4,car (new),2197,5,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,43,none,2,2,3,3 or more,2,2,1
532,3,12,2,furniture/equipment,1881,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,44,none,1,1,2,0 to 2,2,2,1
533,1,18,4,furniture/equipment,1880,1,4,4,female : single,none,1,car or other,32,none,2,2,4,0 to 2,2,2,1
534,1,18,2,furniture/equipment,2389,1,2,4,female : non-single or male : single,none,1,building soc. savings agr./life insurance,27,stores,2,1,3,0 to 2,1,2,1
535,2,24,2,furniture/equipment,1967,1,5,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,20,none,2,1,3,0 to 2,2,2,1
536,4,4,4,others,3380,1,4,1,female : non-single or male : single,none,1,unknown / no property,37,none,2,1,3,3 or more,1,2,1
537,4,4,4,others,1455,1,4,2,male : married/widowed,none,1,unknown / no property,42,none,2,3,2,3 or more,1,2,1
538,4,7,4,furniture/equipment,730,5,5,4,male : married/widowed,none,2,car or other,46,none,1,2,2,0 to 2,2,2,1
539,2,18,0,car (used),3244,1,3,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,33,bank,2,2,3,0 to 2,2,2,1
540,2,9,2,furniture/equipment,1670,1,2,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,22,none,2,1,3,0 to 2,2,2,0
541,2,48,2,furniture/equipment,3979,5,4,4,male : married/widowed,none,1,building soc. savings agr./life insurance,41,none,2,2,3,3 or more,2,2,1
542,2,12,2,car (used),1922,1,3,4,male : married/widowed,none,2,car or other,37,none,2,1,2,0 to 2,1,2,0
543,2,18,4,car (used),1295,1,2,4,female : non-single or male : single,none,1,car or other,27,none,2,2,3,0 to 2,1,2,1
544,4,4,4,furniture/equipment,1544,1,4,2,male : married/widowed,none,1,unknown / no property,42,none,2,3,2,3 or more,1,2,1
545,2,8,2,retraining,907,1,2,3,female : single,none,2,unknown / no property,26,none,2,1,3,0 to 2,2,2,1
546,2,30,2,furniture/equipment,1715,5,3,4,female : non-single or male : single,none,1,building soc. savings agr./life insurance,26,none,2,1,3,0 to 2,1,2,1
547,3,10,4,furniture/equipment,1347,5,4,4,male : married/widowed,none,2,car or other,27,none,2,2,3,0 to 2,2,2,1
548,2,12,2,others,1007,4,3,4,female : single,none,1,unknown / no property,22,none,2,1,3,0 to 2,1,2,1
549,4,12,4,car (used),1402,3,4,3,female : non-single or male : single,none,4,building soc. savings agr./life insurance,37,none,1,1,3,0 to 2,2,2,1
550,2,12,2,others,2002,1,4,3,male : married/widowed,none,4,car or other,30,none,1,1,3,3 or more,2,2,1
551,4,12,4,repairs,2096,1,4,2,male : married/widowed,none,3,unknown / no property,49,none,2,1,2,3 or more,1,2,1
552,4,12,2,others,1101,1,3,3,female : single,none,2,unknown / no property,27,none,2,2,3,0 to 2,2,2,1
553,4,10,2,vacation,894,5,4,4,female : non-single or male : single,none,3,car or other,40,none,2,1,3,0 to 2,2,2,1
554,2,11,2,car (used),1577,4,2,4,female : non-single or male : single,none,1,unknown / no property,20,none,2,1,3,0 to 2,1,2,1
555,4,33,3,retraining,2764,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,2,2,1
556,2,48,0,others,8358,3,2,1,female : non-single or male : single,none,1,building soc. savings agr./life insurance,30,none,2,2,3,0 to 2,1,2,1
557,3,12,2,car (used),1474,1,2,4,female : non-single or male : single,none,1,car or other,33,bank,2,1,4,0 to 2,2,2,1
558,4,24,2,car (new),5433,5,1,2,female : non-single or male : single,none,4,car or other,26,none,1,1,4,0 to 2,2,2,1
559,2,14,2,retraining,1410,3,5,1,female : single,none,2,unknown / no property,35,none,2,1,3,0 to 2,2,2,1
560,4,20,4,others,3485,5,2,2,male : divorced/separated,none,4,unknown / no property,44,none,2,2,3,0 to 2,2,2,1
561,4,18,4,car (new),3850,1,4,3,male : married/widowed,none,1,building soc. savings agr./life insurance,27,none,2,2,3,0 to 2,1,2,1
562,2,60,2,others,7408,2,2,4,female : non-single or male : single,none,2,car or other,24,none,2,1,4,0 to 2,1,2,0
563,3,24,2,furniture/equipment,1377,2,5,4,female : non-single or male : single,none,2,real estate,47,none,3,1,3,0 to 2,2,2,1
564,4,30,3,retraining,4272,2,3,2,male : married/widowed,none,2,car or other,26,none,2,2,2,0 to 2,1,2,1
565,2,24,3,furniture/equipment,1553,2,4,3,female : non-single or male : single,none,2,car or other,23,none,1,2,3,0 to 2,2,2,1
566,2,36,3,retraining,9857,2,4,1,male : married/widowed,none,3,car or other,31,none,2,2,2,3 or more,2,2,1
567,4,6,4,others,362,2,3,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,52,none,2,2,2,0 to 2,1,2,1
568,4,12,4,car (used),1935,1,5,4,male : married/widowed,none,4,unknown / no property,43,none,2,3,3,0 to 2,2,2,1
569,4,48,2,furniture/equipment,10222,5,4,4,male : married/widowed,none,3,building soc. savings agr./life insurance,37,stores,2,1,3,0 to 2,2,2,1
570,3,12,2,others,1330,1,2,4,male : married/widowed,none,1,unknown / no property,26,none,2,1,3,0 to 2,1,2,1
571,4,36,2,repairs,9055,5,3,2,male : married/widowed,none,4,real estate,35,none,3,1,2,3 or more,2,2,1
572,2,26,2,car (new),7966,1,2,2,male : married/widowed,none,3,building soc. savings agr./life insurance,30,none,2,2,3,0 to 2,1,2,1
573,2,30,1,car (used),3496,4,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,34,stores,2,1,3,3 or more,2,2,1
574,2,36,2,car (new),6948,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,35,none,1,1,4,0 to 2,2,2,1
575,2,48,0,retraining,12204,5,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,48,bank,2,1,4,0 to 2,2,2,1
576,1,36,2,car (used),3446,1,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,42,none,2,1,3,3 or more,1,2,0
577,1,12,2,repairs,684,1,3,4,male : married/widowed,none,4,building soc. savings agr./life insurance,40,none,1,1,2,3 or more,1,2,0
578,1,33,4,car (used),4281,3,3,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,2,2,3,0 to 2,1,2,0
579,1,42,2,furniture/equipment,7174,5,4,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,30,none,2,1,4,0 to 2,2,2,0
580,1,24,1,furniture/equipment,1546,1,4,4,male : married/widowed,guarantor,4,building soc. savings agr./life insurance,24,bank,1,1,2,0 to 2,1,2,0
581,1,24,2,car (used),2359,2,1,1,male : divorced/separated,none,1,car or other,33,none,2,1,3,0 to 2,1,2,0
582,4,24,2,furniture/equipment,3621,2,5,2,male : married/widowed,none,4,building soc. savings agr./life insurance,31,none,2,2,3,0 to 2,1,2,0
583,1,12,2,radio/television,741,2,1,4,female : non-single or male : single,none,3,car or other,22,none,2,1,3,0 to 2,1,2,0
584,1,12,2,car (used),7865,1,5,4,male : married/widowed,none,4,real estate,53,none,3,1,4,0 to 2,2,2,0
585,1,24,2,car (new),2910,1,4,2,male : married/widowed,none,1,real estate,34,none,3,1,4,0 to 2,2,2,1
586,1,18,4,others,5302,1,5,2,male : married/widowed,none,4,real estate,36,none,3,3,4,0 to 2,2,2,1
587,1,36,2,car (used),3620,1,3,1,male : married/widowed,guarantor,2,car or other,37,none,2,1,3,3 or more,1,2,1
588,1,18,2,furniture/equipment,3509,1,4,4,female : non-single or male : single,guarantor,1,unknown / no property,25,none,2,1,3,0 to 2,1,2,1
589,2,12,2,car (used),3017,1,2,3,female : non-single or male : single,none,1,unknown / no property,34,none,1,1,4,0 to 2,1,2,1
590,1,12,2,car (used),1657,1,3,2,male : married/widowed,none,2,unknown / no property,27,none,2,1,3,0 to 2,1,2,1
591,1,8,4,business,1164,1,5,3,male : married/widowed,none,4,real estate,51,bank,3,2,4,3 or more,2,2,1
592,1,36,4,car (used),6229,1,2,4,female : non-single or male : single,co-applicant,4,real estate,23,none,1,2,2,0 to 2,2,2,0
593,1,24,1,others,1193,1,1,1,female : non-single or male : single,co-applicant,4,real estate,29,none,1,2,1,0 to 2,1,2,0
594,1,30,0,car (used),4583,1,3,2,male : divorced/separated,guarantor,2,unknown / no property,32,none,2,2,3,0 to 2,1,2,1
595,1,36,4,car (used),5371,1,3,3,male : married/widowed,guarantor,2,car or other,28,none,2,2,3,0 to 2,1,2,1
596,1,12,2,car (used),708,1,3,2,male : married/widowed,guarantor,3,car or other,38,none,2,1,2,3 or more,1,2,1
597,1,21,4,others,571,1,5,4,male : married/widowed,none,4,unknown / no property,65,none,2,2,3,0 to 2,1,2,1
598,1,30,2,furniture/equipment,2522,1,5,1,male : married/widowed,guarantor,3,car or other,39,none,2,1,3,3 or more,1,2,1
599,1,36,2,car (used),5179,1,4,4,male : married/widowed,none,2,car or other,29,none,2,1,3,0 to 2,1,2,0
600,1,36,2,car (new),8229,1,3,2,male : married/widowed,none,2,car or other,26,none,2,1,3,3 or more,1,2,0
601,4,24,4,car (used),2028,1,4,2,male : married/widowed,none,2,car or other,30,none,2,2,2,0 to 2,1,2,1
602,1,6,2,others,1374,5,1,4,female : non-single or male : single,none,3,car or other,75,none,2,1,4,0 to 2,2,2,1
603,1,12,2,car (used),1289,1,3,4,male : married/widowed,guarantor,1,car or other,21,none,2,1,2,0 to 2,1,2,1
604,1,36,2,car (used),2712,1,5,2,male : married/widowed,none,2,car or other,41,bank,2,1,3,3 or more,1,2,0
605,1,15,4,car (used),975,1,3,2,male : divorced/separated,none,3,car or other,25,none,2,2,3,0 to 2,1,2,1
606,2,6,3,car (used),1050,1,1,4,male : married/widowed,none,1,car or other,35,stores,2,2,4,0 to 2,2,1,1
607,1,6,4,others,609,1,4,4,female : non-single or male : single,none,3,car or other,37,none,2,2,3,0 to 2,1,2,1
608,1,48,2,car (new),4788,1,4,4,male : married/widowed,none,3,car or other,26,none,2,1,3,3 or more,1,2,1
609,2,24,2,car (used),3069,2,5,4,male : married/widowed,none,4,real estate,30,none,3,1,3,0 to 2,1,2,1
610,2,12,2,others,836,2,2,4,female : non-single or male : single,none,2,car or other,23,bank,2,1,2,0 to 2,1,2,0
611,1,12,2,car (used),2577,1,3,2,male : divorced/separated,none,1,building soc. savings agr./life insurance,42,none,2,1,3,0 to 2,1,2,1
612,1,12,2,car (used),1620,1,3,2,female : non-single or male : single,co-applicant,3,car or other,30,none,2,1,3,0 to 2,1,2,1
613,1,15,2,car (used),1845,1,2,4,female : non-single or male : single,guarantor,1,car or other,46,none,1,1,3,0 to 2,1,2,1
614,1,24,2,car (new),6579,1,1,4,male : married/widowed,none,2,real estate,29,none,3,1,4,0 to 2,2,2,1
615,1,12,2,others,1893,1,3,4,female : non-single or male : single,guarantor,4,car or other,29,none,2,1,3,0 to 2,2,2,1
616,1,30,4,car (new),10623,1,5,3,male : married/widowed,none,4,real estate,38,none,3,3,4,3 or more,2,2,1
617,1,18,2,others,2249,2,4,4,male : married/widowed,none,3,building soc. savings agr./life insurance,30,none,2,1,4,3 or more,2,2,1
618,1,30,2,car (used),3108,1,2,2,male : divorced/separated,none,4,car or other,31,none,2,1,2,0 to 2,1,2,0
619,2,12,4,others,958,1,4,2,male : married/widowed,none,3,unknown / no property,47,none,2,2,2,3 or more,1,2,1
620,4,24,2,car (new),9277,5,3,2,male : divorced/separated,none,4,real estate,48,none,3,1,3,0 to 2,2,2,1
621,4,24,4,business,6314,1,1,4,male : married/widowed,co-applicant,2,real estate,27,bank,2,2,4,0 to 2,2,2,1
622,1,12,4,car (new),1526,1,5,4,male : married/widowed,none,4,real estate,66,none,3,2,4,0 to 2,1,2,1
623,1,12,2,car (used),3590,1,3,2,male : married/widowed,co-applicant,2,car or other,29,none,2,1,2,3 or more,1,2,1
624,1,24,4,car (new),6615,1,1,2,male : married/widowed,none,4,real estate,75,none,3,2,4,0 to 2,2,2,1
625,1,6,4,car (used),1872,1,1,4,male : married/widowed,none,4,real estate,36,none,3,3,4,0 to 2,2,2,1
626,4,12,2,others,2859,5,1,4,male : married/widowed,none,4,real estate,38,none,2,1,4,0 to 2,2,2,1
627,4,18,4,furniture/equipment,1582,4,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,46,none,2,2,3,0 to 2,1,2,1
628,4,6,2,vacation,1238,5,1,4,male : married/widowed,none,4,car or other,36,none,2,1,4,3 or more,2,2,1
629,1,12,2,car (used),2578,1,1,3,female : non-single or male : single,none,4,real estate,55,none,3,1,4,0 to 2,1,2,1
630,1,15,4,car (used),1433,1,3,4,female : non-single or male : single,none,3,car or other,25,none,1,2,3,0 to 2,1,2,1
631,1,42,2,car (used),7882,1,4,2,male : married/widowed,guarantor,4,car or other,45,none,3,1,3,3 or more,1,2,1
632,1,24,2,car (used),4169,1,3,4,male : married/widowed,none,4,car or other,28,none,2,1,3,0 to 2,1,2,1
633,1,36,2,car (used),3959,1,1,4,male : married/widowed,none,3,car or other,30,none,2,1,4,0 to 2,2,2,1
634,1,36,2,others,3249,1,4,2,male : married/widowed,none,4,real estate,39,bank,3,1,4,3 or more,2,2,1
635,1,24,2,car (used),3149,1,2,4,male : married/widowed,none,1,real estate,22,bank,3,1,3,0 to 2,1,2,1
636,1,12,4,car (used),2246,1,5,3,male : married/widowed,none,3,car or other,60,none,2,2,3,0 to 2,1,2,0
637,1,13,4,retraining,1797,1,2,3,male : married/widowed,none,1,car or other,28,bank,2,2,2,0 to 2,1,2,1
638,1,20,4,car (used),4272,1,5,1,female : non-single or male : single,none,4,car or other,24,none,2,2,3,0 to 2,1,2,1
639,1,24,4,car (new),2957,1,5,4,male : married/widowed,none,4,car or other,63,none,2,2,3,0 to 2,2,2,1
640,1,36,4,car (used),2348,1,3,3,female : single,none,2,car or other,46,none,2,2,3,0 to 2,2,2,1
641,3,42,0,retraining,6289,1,2,2,male : divorced/separated,none,1,car or other,33,none,2,2,3,0 to 2,1,2,1
642,1,24,4,car (new),6419,1,5,2,female : non-single or male : single,none,4,real estate,44,none,3,2,4,3 or more,2,2,1
